id	text	class_label
6015	Too Hot, Hot Damn. I got the "update" to cure the heating problem and it didn't work. But hey its the irish government. What do you expect?	1
6016	Awesome! Doing my part to fight COVID-19	0
6017	Be a good confirmative human and download this tracking app.	0
6018	Battery sucking like nobody business have to delete it until no other option, Singpass Mobile so much better	1
6019	Good	0
6020	GooD	0
6021	At first the app seemed to work fine. Later, the issue with battery saving and checks not happening rose. Now, the app refuses to even start regardless of my fixing attempts and rebooting. Unfortunately this makes the app useless to me. My phone is a 5 years old Huawei.	0
6022	Purai faltu app	1
6023	Is best	0
6024	The app has been great, and I'm glad to have it, but since Friday 10th August it has been draining battery life, so I have had to knock the Bluetooth off.	1
6025	Terrible app.	1
6026	I cannot even use the app always says sorry temporary unavailable I check all my details it's correct but always display the same thing.. Please check.. Hi I already emailed.. Just waiting for it..	2
6027	App worked perfectly before. Now I can't use it. It keeps notifying me that my device has rooted which is totally wrong since I am using Samsung's original latest android update !!!	2
6028	This is a very helpful and greatful app please update this app your phone thanks stay safe stay at home and stay health	2
6029	After installing my battery life had gone bad overnight idle at home easily 35% gone the following day. When outside just merely 4 hrs not even using the phone much drain from 100% down to 60%. I am using Galaxy Note 10 with OneUI 2.5 and Android 10. I temporarily remove the app to check if the battery massive drain stops. I also have a friend using Samsung Note 9 and have the same issue one tome complain about phone getting hot even not using same as I experince I have also.	1
6030	Friendly interface and very big value for the community Thanks	0
6031	Causes bluetooth problems. I am quite happy to do my bit to track and stay safe but the bluetooth problems are frustrating	1
6032	Simple and straightforward, does what it needs to do, nothing more or less. Multiple independent reports indicate that privacy is adequately protected.	0
6033	Best app in the world	0
6034	Great initiative	0
6035	I love that the government is doing what every they can to make out lives safer and more normal and if this is one thing that can help I'm happy to download it	0
6036	Expired CPR can't check test result so that's not good.	1
6037	Very good\ud83d\udc4d	0
6038	Works well	0
6039	Drained battery	1
6040	Very good	0
6041	What happen to PDPA why do u need our IC details??? And is it a must to give access to our location. I don't want to allow Access to my location. Since it's connect via bluetooth why need location??	2
6042	Does not work. Repeated OTP failures and does not validate FIN details. Useless. Uninstalled. Would have given zero stars if it would be possible.	2
6043	I think nobody will share self positivity !	1
6044	Why my app doesn't show a qr code option	2
6045	Good	0
6046	Good effort to stem the community spread of Covid-19	0
6047	Nice	0
6048	Very useful	0
6049	Initially in ist week app provides info location wise but after 3 Apr 2020 hiding the information location wise which is not understood. Hiding info from public location wise may lead to the peoples at risk.	2
6050	Doesnt allow me to complete profile at all... stated validation failed? .....\ud83d\ude21	2
6051	App is not stable and details are not able to open	1
6052	I don't have QID can I enter visa no	2
6053	I don't know whether they actually give the right information or not.	1
6054	Good	0
6055	Came to know about from emirate because travling to uae	1
6056	Good	0
6057	Easy to install. I think a lot of people are problems because they are entering the leading zero. Not necessary when you see +61. :)	0
6058	Cludgy to install but, most annoyingly, there seems to be no way to stop the thing from sending a notification to my smartwatch every 15 minutes. It's going to have to go.	1
6059	Wast app every time problem, there is no proper response from customer service.	1
6060	Love the app. Teaches to be cautious	0
6061	Please fix Huawei Nova 7i to receive OTP & without Google play service I have try several time uninstall & install again , when i key in my phone number still cant get otp page, please fix it	2
6062	Total waste result not updating last 7 days waiting for recent result still not updated.	1
6063	Can't b installed in my mobile Samsung note 8	2
6064	very good	0
6065	I'd like to suggest a feature that would be very useful and make the app more efficient. Since the app relies on location data users should be able to provide their home address and when they are at that location the app deactivates the Bluetooth search and turns it on when the phone leaves that location. Furthermore, promotion via TV, billboards, newspaper and social media should be initiated so the coverage among the population increase significantly.	0
6066	Does this even work???	2
6067	Nice	0
6068	Waste	1
6069	Works well	0
6070	The protect me option is not accurate. I suggest that the accurate thing is that the Brgy. Chairman will tell the truth. There is a COVID19 positive case in our nearby barangay. But the chairman told us that there is no COVID19 case.	1
6071	Nice	0
6072	Good	0
6073	I neeed Medicine!	0
6074	Why am I getting validation failed, checked all in red when I click ( NRIC ) submit	2
6075	Blue tooth with my watch never worries battery level but this app takes 50% battery power in a day.	1
6076	Perfect	0
6077	Very applicable	0
6078	Worked fine. Let\u2019s see how this helps out going forward...	0
6079	My phone fingerprint unlock stopped working after installation. Worked again after uninstall	2
6080	Less information and wrong Information on map. I compare with information sharing district Govt	2
6081	Seems to work ok. I cannot be sure if it works, but the design looks kinda old and sad.	0
6082	BEST	0
6083	Interferes with other Bluetooth apps especially connection to car. Deleted.	1
6084	News app	0
6085	Is nice	0
6086	Nice app	0
6087	Good	0
6088	Helpfull	0
6089	Why did u ask absher? Please make it simple. This is not facebook. Please set other options too. Now, how can i go outside for my essential?	1
6090	Badly optimized app. My usual standby overnight is 2% battery loss, yesterday i had this app and went to bed full charge. Morning my battery was at 40%. From 2% to 60% drain , thats humongous.	1
6091	Seems to be eating my battery .... highest battery usage behind the actual operating system!! If this continues I will have to uninstall	1
6092	I am not able to find an option to view infected people nearby. Tried all options and details.	1
6093	Good	0
6094	A pain in the ass to register. Why make it so unfriendly!!!	1
6095	App is not working	1
6096	Excellent	0
6097	Quick and easy to install	0
6098	Excellent	0
6099	Repeatedly crashes Sony Xperia since installation.	2
6100	It said I have been in place were I haven't been	0
6101	Good	0
6102	Wow	0
6103	Uses a stupid amount of battery	1
6104	Tracks u where ever u go which translates to government knowing yr every movement.	0
6105	Very helpful apps.	0
6106	Well done .... great app great effort.	0
6107	Good	0
6108	This app help me & my family this covid times.. very nice app...	0
6109	Worst download	1
6110	Failed to verify with the OTP received. Gives up after many tries as it doesn't work.	2
6111	misbehaveee	1
6112	Good experience	0
6113	I am not getting OTP	2
6114	Great for reordering your medication, booking doctor appointments and having all your medical information at hand \ud83d\udc8a	0
6115	Great work	0
6116	Not working	2
6117	Does the app use altitude tracking?\nWhat if someone in a block of flats or a building two or three stories above you enters your geo-location? Does it take that you are nowhere near the person into consideration?	2
6118	Clean and neat as it should be	0
6119	The battery is drained very soon and they ask for location access as well media photos and files and bluetooth	1
6120	Nice	0
6121	Very nice	0
6122	Very reassuring App	0
6123	I'm a bit sceptical & not sure to accept ..I hope it's not a scam ...I need more convincing & validation	1
6124	Try to fill up on my personal details, but it keep showed failed on my NRIC column? What's wrong with the apps as all the information I key is correct but I can't process further. Please fix it ASAP if not how can we use this apps and govern how to trace it?	2
6125	There is an option 'pause tracetogether', which lock your phone to force you to click resume, really funny.	2
6126	If I enter my mobile number for OTP generation it says login error; OTP is not getting generated	2
6127	Got some issue with bluetooth, connected with earpods and sometimes it disconnect. But the only good thing is qr code detect fast.	2
6128	Good	0
6129	If you can't get a pin try your 04 mobile number without the 0 infront of the 4 as it auto fill in +61 aka your number but without the zero ie +61 402222222	2
6130	Can re-locate the scan QR feature at most right corner for 1 hand operation? This can be easier for mothers who need to handle children	2
6131	Not working	2
6132	Good for health care	0
6133	App refuses to run in the background, favouring switching off instead. Good in theory, significantly lacking in execution. Battery optimisation disabled also to no avail.	1
6134	Bad app harmful to device	1
6135	covid19 is joke	1
6136	Cannot download app!! Is it user friendly??	2
6137	Bug -User cant registet with phone number. Note:Phone number from any country regions.	2
6138	Very good initiative. I think it would be better if this app record the detail with mobile number of covid 19 patient. Easily it can be classify the affected area of Covid 19 to warn people..	0
6139	Installed but not getting the sms one time pin. 23 Mar 2020 11:55	2
6140	Excelent	0
6141	This app is a great effort but the radius alert is incorrect. It does not show the actual location of ppl affected with Corona. The effectiveness of this app was to check that safety radius around you, only if it shows all the affected persons in the area. The developers need to look into this aspect to make this app really useful.	0
6142	Battery drain like water	1
6143	Now this app. Useful and protect against Corona- 19..	0
6144	Very nice	0
6145	Didn't receive pin. Tried turning things on and off and no luck, so uninstalled	1
6146	Please revise the way to enter the birth date.	2
6147	This is waste app please not download only time waste	1
6148	Tested to install to a phone of a person at risk. Phone is working fine, but too old and does not even install. Completely useless application. Could not fail better.	1
6149	Great improvement from the original app.	0
6150	Good	0
6151	Super	0
6152	very good app	0
6153	Great.. we will fight togather against the monster COVID 19... but make it more userfriendly... drain the battery charge... and may switch off mobile without charge... nullifying our efforts.. so pls make it userfriendly... WE WILL SURVIVE....GO corona GO.... I LOVE QATAR....	0
6154	Very nice app	0
6155	Best	0
6156	Only works if location service is enabled.	2
6157	Zero stars. Won't link to bluetooth, therefore useless. Have tried numerous times to link it. Zero success.	2
6158	Health checkup app	0
6159	Useless, battery issue, I am not comfortable using it. It has been reported after testings, app does not work. Uninstalling	1
6160	Good	0
6161	Helpful	0
6162	Thank you for the app but is it possible to add the contact tracing as well? Will it alert us if the person who we had recent contact with was tested positive? Hopefully the system will. Be sync twice or thrice a Day to get accurate info. Overall, thank you Bahrain, you are doing a great job????	0
6163	Very good	0
6164	Good	0
6165	Good app	0
6166	Unusable as I required to remove cam for my phone. There is not an option to key in the location like in the singpass app.	2
6167	Keep asking me to validate my NRIC! Like I don't know my number!	2
6168	good	0
6169	Tg	1
6170	Safety	0
6171	Why i can't reinstall again?	2
6172	Terrible terrible terrible app. I've spent two days trying to register and still cannot. sms OTP never reaches my foreign number, no option for email OTP, no way to ask for assistance and trouble shoot. Got local number just for this useless app, then it still fails every time, because it now says my data connection isn't working, when every other app works fine. Tried both WiFi and data, switched phone on and off, uninstalled and reinstalled. Same issue. Can't go anywhere in Singapore now. \ud83d\udca9	2
6173	The app is not working for last couple of days. It shows error. Could please look into the issue and fix it. Thanks	2
6174	It helps	0
6175	I confirmed my number with OTP and its coming back saying I have another phone number	2
6176	Good	0
6177	Excited	0
6178	Good idea but need to do something about the battery life it just kills your phone. I have a galaxy s10 3 months old and since I put this app on the battery life has diminished substantially. If your a business person and use your phone for work this just wouldn't be practical as your phone would go flat to quickly	0
6179	Nice	0
6180	Thanks to our government for doing their best to keep us safe. I download this app, proud to be Australian and grateful I can help keep people safe.	0
6181	Draining battery quickly. Please optimise.	1
6182	High usage of phone battery	1
6183	I can't register my NRIC. I'm sure with all the details I input but the app can't process my registration	2
6184	Worst due to power consumption	2
6185	This app will not accept my mobile phone number irrespective if I include or omit the first zero.	2
6186	Csnnot scan	2
6187	After installing the Trace Together app, my Bluetooth will constantly disconnect when I am in a crowded place (e,g mrt, shopping mall). I will keep getting notification from my Galaxy Watch that it has disconnect from my Oneplus 7T. Wireless earphone will also disconnect constantly. I hope the Bluetooth for the app can be fixed and co-exist with my other devices.	2
6188	nice	0
6189	Very nice download the Qatar	0
6190	Drains your battery so fast, its always keep the bluetooth activated.	1
6191	It's a POS!!! won't stay on despite Bluetooth on & tracking app on in the background. , Yeh download the app they keep telling you, well fix it up and we will !!	1
6192	Got it and will keep it for the exposure notifications. Information on cases etc is updated too slowly to be useful. Always a few days behind	1
6193	Did not receive the OTP even after deleting and redownloading miltiple times	2
6194	Battery consumption is unbelievable	1
6195	No giving permission for any thing.. disappointed \ud83d\udc4e	1
6196	it's great \u263a\ufe0f	0
6197	By mistake I have uninstalled my Arogya setu app and again if I want again to install it ,the play store Google depicts pending .what is the meaning?	0
6198	Good	0
6199	App has changed. Prefer the way it was. Or kept it the same and added the extras as well...	1
6200	I dont know what's up but anytime I try opening the app, it says, "an error occured". I just wonder why.	1
6201	Great app, would be an eye-opening feature if it displayed how many other individuals (with the app) that you came in contact with during the day. Would also be interesting if the Bluetooth (close contact) feature shared this number of contacts between app users and plotted it on a web graph to further demonstrate how the virus can spread.	0
6202	Good app I love Pakistan	0
6203	Nice	0
6204	Very innovative and privacy preserving approach, however communication could be improved. For example why in addition to keeping active Bluetooth i also need to keep activate Location services. I found the answer (on Android platform detecting proximity with bluetooth always requires enabling location services) but it could be explained in "How it works?" section as well. Another point to highlight to gain more trust is that it was developed as open source effort without anyone getting paid.	0
6205	I keyed in the otp that i received but the apps indicated wrong otp entered. Please help.	2
6206	When i received the OTP to register my phone number, the OTP number was trancated. I have to go to my sms to view the OTP number. However, when I return to the TraceTogether app it led me to the beginning for me to set my phone number again. Very frustrating and i can't register at all. Why this smaller common problem is being overlooked? Very disappointed.	2
6207	Very good	0
6208	Amazing app, you can track and monitor your health with this app assistance for your health, and a contract tracing feature a simple ways to know whats on your area big thumbs up for this great app easy to use, ??????highly recommended StaySafe everyone	0
6209	good	0
6210	Good work	0
6211	This app provides minimal data... Why are we only informing people who come within Bluetooth range of a carrier.... Carriers should have this app installed as a system app on their phone... And fined if they leave quarantine... This app is craptacular... It does not even upload data to a central database to track carriers... It just tells people if they have been near someone who should be in quarentene....	1
6212	Messes with your bluetooth's entire functionality.	2
6213	9/8 - Kept crashing after July 30 update, had to re-install several times before registration would work again. 10/7 - Kept crashing after July Android patches, had to re-install it and is fine now.	1
6214	Gud	0
6215	My phone battery drained very rapidly and I was quickly out of battery on a long hike. There was almost a search party sent out to look for me cos I was late getting back and no-one could contact me.	1
6216	Llm	2
6217	good option	0
6218	Good	0
6219	Unable to login in the app after reinstalling it.	2
6220	Good start.. please do research on Australia's Covidsafe app and try to get similar features and functionality and I pray you get the support from iatf to push widespread use.. we need more people installing this.. i also suggest to add features to help in other nations issues.. like the issue where public utility vehicles are being asked to record names of passengers.. maybe you can develop something like a qr checker for this?	0
6221	Good	0
6222	That's good	0
6223	Awful. Invasive, not secure.	1
6224	GOOD & helpful	0
6225	It is beneficial app not only for your health but also for community health	0
6226	Interferes with Bluetooth audio. Causes music to cut out and resume after 3-5 secs	2
6227	Staysafe ph is fantastic application it is very important and useful application developer have done great work on it.....	0
6228	It explains thoroughly what it does at the beginning, and then stays out of your way as expected. And our right to privacy is respected!	0
6229	Good apps	0
6230	Why does the Covid app now require my gps to be activated as well as bluetooth. I was a supporter of the app, yet now it stays 'inactive'.	2
6231	I want to use but apparently my mobile number is invalid.	2
6232	Easy to use and very privacy friendly.	0
6233	So stupid. All my details are correctly keyed in and the app keep saying "verification failed, please check all fields on red". Is it I don't know my own name and NRIC???	2
6234	I'm getting mixed messages! I was notified yesterday that I had crossed paths with a Covid 19 patient on 5 July at 13:36 at the Ir Yamim Mall. I verified that I had been there at that day & time. 1/2 hr after being notified, I went back to my cell phone and now app is saying "No exposure points found as of 13.7.2020 at 10:48"!!!! So, I wrote to HAMAGEN asking if 1st notification was mistake. They said I was exposed to THREE COVID PATIENTS! WHY IS IT NOW SHOWING NO EXPOSURE!?	1
6235	The app didn't install	2
6236	Eating battery lately	1
6237	Clean and simple. Explains clearly what it does and how. Can't say (yet) if it works like it should... But that's not the fault of the app necessarily. One minor nitpick: It'd be nice if the language could be selected in the settings.	0
6238	N7	2
6239	Super draining of battery..	1
6240	I keep trying to update my info but it always says 'temporarily unavailable'. I've done tge latest update on the app. Any solutions?	2
6241	Was working fine until latest update, accepted the location settings, but now makes my phone (Pixel 2) crash and restart every time I open Google Maps. Had to uninstall so I could use my phone!	0
6242	Latest update (3 Aug) has possibly caused battery issues. Updated the app yesterday (app now asks for location) and I've noticed today my battery is already below 50% half-way through the day when I normally get to the end of the day with 70-80% remaining. I'll keep monitoring it as Android can just have "battery drain days" so it's hard to say if it's this app's fault at this stage.	1
6243	This app is very helpful	0
6244	The app is not working it shows ALHOSN not scanning	0
6245	Constantly turns itself off due to the battery optimize setting, making it pointless.	1
6246	Awsome Apps	0
6247	My father was covid 19 positive Still app show that no exposure covid 19 positive	2
6248	User friendly	0
6249	Good app	0
6250	Switches on bluetooth all the time. Drains my battery. New installation there are constant notifications. Keeps screen on. Keeps bluetooth on. Demands location. Come on guys. Make it user friendly. Called 109 several times. Today 08/07 was the first time I've managed to speak to a person. Pls send complaint number and follow up number by SMS.	1
6251	Try to sign up ,but no message received	2
6252	Horrible app	1
6253	For me the main point of using this app was radius alert but it isn't showing correct records. Few days ago there were lot of pins and now it has changed. its almost changing on daily basis. This need to be fixed as the radius alert was the game changer otherwise there is government website to check for figures and updates.	2
6254	Not working	2
6255	Nice	0
6256	How to register using passport because currently I dont have my emirates I'd yet..	2
6257	radius function not working	2
6258	Worst	1
6259	Absolutely essential app.	0
6260	Master	0
6261	Good	0
6262	Modi ne fir Booka banaya	1
6263	I reinstalled tracetogether after I uninstalled it, but my data was gone. Is there a way to get the data back on the app? There was also 0 bluetooth exchanges although I went out.	2
6264	Gd	0
6265	I got a question mark after using for 15 days. Now I reinstalled so many times but every time it shows the same. I can't go anywhere with this app still installed on my phone.	2
6266	Why does the app need to access my camera, files etc? Isn't location and Bluetooth good enough? Seems like you not only want to track our movements but also want to know everything about us. It's an intrusion into our privacy. Whatever spin you are telling us, we just don't buy it. Data security? Well you don't exactly have a good track record on that. Before the election, you said it wasn't mandatory but now that the election is over, you say its mandatory. And you still expect us to believe u	2
6267	Can't get past phone number entry. Stuck on another county. Same result for all my family too	2
6268	Excellent	0
6269	Excellent App	0
6270	Working for the government they tell you to turn your BT off when not in use, yet they've released an app that doesn't work unless its on? Seems like they are creating security risks in or to gain access to our info.	2
6271	User friendly	0
6272	I m unable to open this app since 3 days,I couldn't go anywhere without this app,pls fix this prb asap,	2
6273	A lot of issue and if you want to fix it you have to call them to a toll surcharges to tell you they will fix the problem sooner and you have to wait in home. I waiting for two days.	1
6274	Thank you Bahrain for everything??. An amazing app.	0
6275	Very good initiative.	0
6276	Availability of beds and Ventilators in hospitals functionality is awesome. God Bless you guys. Thank You Govt Pk \ud83d\udc4c	0
6277	Doesn't remember my details	2
6278	It clearly states that the app doesn't need GPS at the intro screens. Then it just asks for Location. No, sorry but this is not the way to go.	0
6279	Not friendly user..	2
6280	Good	0
6281	Fine	0
6282	Very good app	0
6283	This is very nice app this is fighiting to coronavirus	0
6284	This app is total rubbish now uninstalled what a joke all marketing hype,	1
6285	Good	0
6286	Hi, After i activated the app in the background, the icon will disappear and i will have to activate the app again. Any other user got experience this? Is there anyway to resolve this? Thank you.	2
6287	Should allow edit of profile. Eg, in case there is a mistake made in profile setting or to switch to another contact number, in the case of a dual SIM phone.	2
6288	After the last update I can't enter symptoms information because I'm asked to agree to processing of personal data and then taken back to the start screen. But when I try again I'm asked to agree again like my choice was not saved.	2
6289	Suoer	0
6290	Sab bhasad hai bheeya.	1
6291	Important Tool for Public Health in Australia	0
6292	Good	0
6293	Very easy to use	0
6294	Reboot your phone if you can't register your number	2
6295	Unable to register as says phone number invalid.	2
6296	Fake	1
6297	I had the app for more than 2 weeks and it was working well. It updated yesterday and stopped working, I've tried to uninstall and reinstall but it keeps crashing. It doesn't even open for me to register. If the app is mandatory then they need to fix these issues because now we need it to enter supermarkets and when we go to work	2
6298	For some reason, the battery of my phone is shooting through the roof too. And it happened since sometime last week. It was still tolerable before that although it started to really suck the battery like no tomorrow. And today's the worst. My phone suddenly went flat of battery when I woke up. Usually my phone will still have about 80% battery in the mornings. Last few days it had gone down to below 50% and today is the worst. It went totally flat and I had to wait for the phone to charge from 0	1
6299	It's helpful to save us from covid19	0
6300	Convenient	0
6301	Good	0
6302	I input the correct particulars, but they were flagged as being in error. Please help.	2
6303	Just let it do it's thing.. But it uses way too much battery life.. needs to be more sparing on battery use.	1
6304	I get a message "you have logged in using a wrong number. Login using 971****40 or logout". I get OTP on my registered number mapped to my Emirates ID. App developers, please fix this.	1
6305	Easy to install. This is one way to keep people safe and relax the restrictions so we can get back to some form of normal life. Also protecting front line workers, nurses and doctors.	0
6306	It's a good app. But this is my second time reinstalling it. And the reason why I uninstalled the first time was because of its battery consumption. My phone went from 100 to 10% within 4 hrs.. Is there anyway that the app can be more energy efficient? By the way, I'm using an old phone. Samsung S9. Imagine people using the older phone. Their phone will be drained even faster. I strongly believe this is one of the main reasons why the take-up rate by public is so low.	1
6307	App is not available or not work on Samsung galaxy can improve it please but it's available on iPhone mobile phone apps	1
6308	Something went wrong please try again later message appears... please fix it as soon as possible.... This is insane !!	2
6309	No prob i feel good it's with me	0
6310	Good	0
6311	OK	0
6312	Keeps loading in the background and it seems its not working	2
6313	I like this app very much. ðŸ¤—ðŸ¤—ðŸ¤—	0
6314	Not worth	1
6315	Runs really well. Australians, we can beat covid 19, if we work together!	0
6316	Good	0
6317	very helpful for us... It is a very successful app invented by my country!! Proud of you......???	0
6318	Don't even bother	1
6319	Good	0
6320	This app was working just fine till my phone's software updated to android 10, now I can't open the app. Please resolve this issue asap.	2
6321	Good apps	0
6322	terrible! I hv installed, reinstall and install again and it still does not work!!!	1
6323	Made my phone impossible to use playing audio with bluetooth headphones. Sound constantly skipped. As soon as I stopped this app, there was no longer a problem.	1
6324	Please provide passport number, I am submit my passport copy	1
6325	Thankful. Australia is safe. Compare to US & UK.	0
6326	Downloaded for my kid but why NRIC or FIN for student pass all got problem?! Cannot proceed at all!! \ud83d\ude20\ud83d\ude20	2
6327	The pin no appeared before I had time to write it down. I am 74 yo and my hands are affected by chemoradiotherapy and unsteady. 3 out of 4 of my close friends won't get this app. Too many issues with setting up. No wonder uptake is not as good as you want it to be.Your tech info is sparse for oldies. I'm so disappointed it is no better than months ago. What are " workouts" on a computer. What are " useful Notifications"? You have had time to make everything clearer for us. Pin no Please!	1
6328	Good	0
6329	It's a clever app but if you put a thing in where you don't need blue tooth on when at home to save power	2
6330	Edit: Thanks for replying, I will try to register as a student now as it was not working before.	0
6331	good	0
6332	Though its helpful,i cant get the fliping otp! I had to uninstall and reinstall it to get the otp! MOE, can you try to make the app more helpful then i'll give a good review. Plus im a student trying to get the otp!	2
6333	Useless. Interferes with bluetooth calls and disconnects the device. Poor quality software. Nice idea and a good attempt but just not good enough. I really tried to tolerate it but no bug fixes forthcoming. Uninstalled.	1
6334	Finding myself and my family much more safer when needing to go out and are worried about 'Covid-19' contact with a possible confirmed stranger...I think the 'Australian Government' has set this platform up very well, in order to keep all Australians Safe even at home. I've read about this App very carefully and it does not in any way breach personal privacy, it works via Blutooth, and all information goes (If you come in contact with Covid-19) does actually go to 'Medical Services'.	2
6335	Why Update notification On Daily basis??? Make A Perfect App Its A Government app make it premium App And need easy Access to everyone. Updated Your Maps/Radius Alert Situation on Hourly Basis. Need A More Work or a professional person to manage it properly .	1
6336	The latest version is definitely improved and more intuitive to use, but I feel there's something wrong with Android version installed in Huawei (Nova3i) Mobile. I see very less count of interactions or sometimes even 0 whereas it shows a drastic difference with my spouse's Mobile which is Samsung S10. Kindly verify this case with your testing devices. Thanks.	2
6337	Good	0
6338	Nice simple app, data seams very secure. Happy to do my bit and run the app! Very one should do the same as your civic duty	0
6339	Forced to download for work	2
6340	The UX is very nice and I like to easy to read, smooth black theme. However the introduction text could be a bit condensed, and I wished more people used it so it's really useful... But that's not the devs choice. Anyhow I hope this app helps me know if I was at risk for covid, and that it'll keep us safe and aware.	0
6341	Excellent app.	0
6342	This is not support in my mobile	2
6343	Am going to have to uninstall it is draining my battery too much.	1
6344	good	0
6345	Still dont work on Huawei P40 Pro	2
6346	good	0
6347	Good apps . Just waiting to positive result.	0
6348	Gives many times a day the error message about not possible to deliver data......	2
6349	Hello, i love this apps, i dont understand why people dont like sharing their location... If they are letting to cookies to facebook, browsers, etc. which are doing the same thing... I have question, does this work With Croatian COVID-19 Ministry of Health?	0
6350	i think qatar id expair date is not requirment for thia app.if qatar id expair date option withdraw alot of people can download and used this app and i hope spreeding corona virus prevention can under control.	2
6351	It's good awareness	0
6352	Very useful app	0
6353	Great app	0
6354	Works but would suggest that the app works like the Singpass where you can search for nearby locations and checkin without having to scan a QR code.	0
6355	Drains battery very fast. Uninstalling....	1
6356	Ever since I updated the apps and the logo change to red color ( from blue) I can never get pass the NRIC validation. It is as though the apps know my ID better than me who had been using it for 40 years? \ud83d\ude05\ud83d\ude05 What a ridiculous and unreliable update. 15th Sept Register success after a update on the app.	2
6357	Downloaded on my Huawei phone. Typed in my contact number but no otp and not loading	2
6358	A very useful app to prevent covid spreading.	0
6359	Good	0
6360	I support this application not because the Government says so, but for the good of the people that I love and for all of us. While I am concerned about how any data will be used by authorities, that concern is of second importance when it comes to survival of us all. Google and all other apps I use, already know too much about me and yet I don't care as I've got nothing to hide. So let's use this app and let's get back to normal life. Both, installation and registration of the COVIDsafe app was easy.	0
6361	Good	0
6362	Simple to install. Easy to register. Running smoothly. To the people with battery drain, put battery saver on.	1
6363	Good application	0
6364	Zaps battery very very fast and causes BT disconnect to earphones	1
6365	The OTP did not even work.	2
6366	Exposure checked almost 3 weeks ago, so not helpfull. Drains battery alot.	1
6367	Aarogya setu is good app	0
6368	Good app quite work	0
6369	Updated all time	1
6370	Saves more battery than the last version	2
6371	When loaded this apps on my mobile phone, my phone can't connect to my car and home audio bluetooth. After removing it, everything back to normal. Phone model Samsung Note 9	2
6372	Good	0
6373	Works perfect.... Easy to use.... But there is a problem.. EHTERAZ doesn't work in cheaper phone..... on cheaper phone Ehteraz doesn't support... it says "EHTERAZ is not compatible in this phone... Moreover Ehteraz doesn't shows on Google Play store in cheap smart phone.... Due to this my son can't enter in any kind of Shopping centre.... This problem should be considered	0
6374	Not good	1
6375	Nice	0
6376	I hate this app	1
6377	It wasn't download, solve the dam problem	1
6378	Verry big help this apps.	0
6379	I have been trying for an hour now, just won't register! I do get OTP but it won't register. Helpline number says there are more than 6 people waiting and it is the same response on 3 times I had called. How do I step out! Help please!	2
6380	Sometimes the app works well and sometimes it does not. Even when my Bluetooth and location are turned on, the app will still prompt me that it is not working. I had tried to update, uninstall and reinstall but it still doesn't work well.	2
6381	Good	0
6382	Good ! Now everyone use it so we can finally get over with this virus ! The more implication, the less time we still live with it !	0
6383	This app caused a lot of issues with my phone. Other apps started to freeze and there was a delay in opening things. I've now uninstalled this app and my phone is back to normal. Selfishly, I won't be downloading it again until fixed.	1
6384	Still killing my battery. Safe Entry that requires scanning totally misses the point. Already killing my battery, might as well scan my Bluetooth instead for safe entry..... No use of exposure api?	1
6385	Mobile number is invalid. I've only had the number for 15 years or so :) Disappointing that there's a glitch. Update: 30 April success at last. If you're having probs registering. Uninstall the app, turn off WiFi, use mobile phone data to download and register the app instead. Make sure you've completed all details and use a zero in front of your Aust registered mob num. That is, first two digits are 04. Good luck Aus, 2.4 mill downloads and counting :)	2
6386	Great app from the government \ud83d\udc4d	0
6387	Interesting that Australia creates an app where there is actually a feedback loop using the data collected for the users but Singapore doesn't . . very disappointing. I'm keeping the app running to do my part, but not happy	0
6388	I have had the app since it was launched but it has started draining my battery so I regret that I have to uninstall it.	1
6389	Whilst I believe this is an important app too aid in the fight against the virus, it drains the battery so much that I have to switch it off. The developer has to do something about this fast.	1
6390	Cannot verify my IC number.. hahaha so funny app.	2
6391	Jst awsm wow.... ðŸ˜�	1
6392	Nice application	0
6393	Im a Android user app wont even let me continue after entering info on first page useless	1
6394	Thanks for the app! I just changed my phone number, but using the same phone, and the app seems to be working fine. I'm not sure if it is still based on old number or new number, so I just uninstall and install the app again just to be sure.	0
6395	Data is not accurate	1
6396	Unable to get access after the updated version please kindly fix it	2
6397	gd	0
6398	Android battery draining within a couple of hrs over the last few days. Have deleted app, cleared cache, restarted the phone and reinstalled. Hopefully this will fix the problem.	1
6399	Recent update has made other app notifications not display properly. Making my phone useless	2
6400	Doesn't open even after waiting for long!!!	1
6401	Like everyone else it's draining my brand new phone and overheating it. Uninstalling	1
6402	This app is not usable at all	1
6403	Could not create an account,  always showed invalid number but I received the exactly that 6 numbers. Then you can never ever use that email address for login or to create a new account.already twice I tried,  Tied of trying...	2
6404	App will not send me a Pin. Been trying off and on for over 5 hours.	2
6405	The app was working fine untill it asked for update this morning then it started giving errors and would not open. I uninstalled and reinstalled it but still gives error. Then i opened the App info and the only way to make it open was to give permission for the App to Install unknown apps. After than when it opened i cannot login with my old registration and i cannot re-regiater because i get error sending OTP. I was unable to go to work today as i need the app to enter.	2
6406	I was forced to download the app by my supervisor and when I try to use it keep burning my battery	1
6407	Easy access. Simple to operate the app.	0
6408	Screws up other blue tooth apps	1
6409	Good	0
6410	Good	0
6411	Keeps showing my information are wrong	2
6412	This is not working when I installed app ehtaraz is stoped what I do	2
6413	Haw to install?	1
6414	This app seems to seriously drain the battery on android.	1
6415	Login problem in mobile model no Moto g 4 plus	2
